GCRQ,XZQHMC,HC_CS,JDC_CS,KC_DL,KC_CS,JDC_DL,HC_DL
2013/3/6,浙江省,58.7,60.4,9927,63.8,23281,11270
2013/3/7,浙江省,58.2,60.1,9929,63.6,23312,11335
2013/3/8,浙江省,58.3,60.1,10701,63.3,24665,11881
2013/3/9,浙江省,58.2,59.9,10468,63.2,24024,11465
2013/3/10,浙江省,58.2,59.8,9757,63,22580,10813
2013/3/11,浙江省,58.1,59.7,9570,63.2,22443,10754
2013/3/12,浙江省,57.9,59.4,9808,63,23424,11425
2013/3/13,浙江省,56.9,58.4,9257,61.5,22150,11012
2013/3/14,浙江省,58,59.5,9656,62.9,23574,11754
2013/3/15,浙江省,58,59.5,10305,62.9,24466,11945
2013/3/16,浙江省,57.8,59.4,9920,62.6,23547,11456
2013/3/17,浙江省,57.9,59.4,9203,62.5,21284,10129
2013/3/18,浙江省,58.2,59.9,9635,63.2,22329,10635
2013/3/19,浙江省,57.1,58.7,9497,62,22705,11173
2013/3/20,浙江省,57.5,58.9,8880,62,20825,9941
2013/3/21,浙江省,57.6,58.9,9419,62.2,22660,11125
2013/3/22,浙江省,56.6,58.2,9715,61.4,22413,10526
2013/3/23,浙江省,56.8,58.4,8940,61.4,20186,9374
2013/3/24,浙江省,57.4,58.9,8625,61.8,19280,8831
2013/3/25,浙江省,56.6,58.5,9107,62,20711,9449
2013/3/26,浙江省,56,57.7,8642,61.1,20040,9471
2013/3/27,浙江省,56.4,58.1,9126,61.9,21249,9983
2013/3/28,浙江省,55.7,57.5,9236,61.4,21654,10205
2013/3/29,浙江省,56.5,58.2,9938,61.7,22405,10340
2013/3/30,浙江省,56.8,58.6,10136,61.9,22402,10056
2013/3/31,浙江省,57.3,58.8,9918,62.4,21630,9476
2013/4/1,浙江省,57.2,58.6,9499,62.3,21544,9911
2013/4/2,浙江省,56.6,58.2,10118,61.7,22961,10673
2013/4/3,浙江省,57,58.6,11936,61.8,25950,11686
2013/4/4,浙江省,59.8,61.4,13473,64.6,26064,10380
2013/4/5,浙江省,58.2,60.4,10960,63.5,21593,8593
2013/4/6,浙江省,59.2,61.2,12430,64.3,25092,10608
2013/4/7,浙江省,58.6,59.8,9859,63.7,22849,10689
2013/4/8,浙江省,57.2,58.6,9898,62.4,23659,11503
2013/4/9,浙江省,57.2,58.5,9890,62.5,23847,11683
2013/4/10,浙江省,57,58.1,9811,62,23902,11760
2013/4/11,浙江省,57.1,58.3,9840,62,24014,11870
2013/4/12,浙江省,56.8,58.3,10301,62,24565,11930
2013/4/13,浙江省,57.3,58.8,10615,62.5,24524,11654
2013/4/14,浙江省,54.1,55.8,8457,59.9,19123,7912
2013/4/15,浙江省,58,59.1,9732,63,23087,11117
2013/4/16,浙江省,56.6,58.2,9630,62,23030,11270
2013/4/17,浙江省,51.6,53.3,7600,57,16684,7579
2013/4/18,浙江省,54.1,54.8,8239,58.4,19485,8789
2013/4/19,浙江省,54.4,54.9,8713,58.6,20128,8712
2013/4/20,浙江省,57.7,58.7,8850,61.7,20381,9471
2013/4/21,浙江省,58.6,59.4,9672,62.9,22351,10505
2013/4/22,浙江省,57.4,58.3,9808,61.9,23548,11530
2013/4/23,浙江省,57.4,58.7,9487,62.2,22873,11379
2013/4/24,浙江省,57.5,58.8,9473,62.2,22948,11572
2013/4/25,浙江省,57.3,58.4,9940,62,24262,12134
2013/4/26,浙江省,56.9,58,10051,61.8,24580,12288
2013/4/27,浙江省,56.8,57.9,10114,61.6,24768,12423
2013/4/28,浙江省,58,58.7,11210,61.9,26043,12626
2013/4/29,浙江省,58,59.6,13634,62.5,27512,11749
2013/4/30,浙江省,59.5,61,12367,63.4,23925,9651
2013/5/1,浙江省,60.9,61,15100,63.5,26849,9243
2013/5/2,浙江省,59.5,59.8,10092,63.6,22810,10326
2013/5/3,浙江省,58.6,59.4,10365,63,24423,11711
2013/5/4,浙江省,58.6,59.3,9907,62.9,23837,11646
2013/5/5,浙江省,59.2,59.8,4211,63.4,10334,4150
2013/5/6,浙江省,57.7,58.4,9202,61.4,21904,10729
2013/5/7,浙江省,58.2,59,9292,62.4,22744,11306
2013/5/8,浙江省,57.6,58.5,9070,61.4,22189,11223
2013/5/9,浙江省,58,59,9025,62,22127,11160
2013/5/10,浙江省,57.6,58.5,8192,61.7,19573,9392
2013/5/11,浙江省,57.9,58.9,9931,62.3,23665,11495
2013/5/12,浙江省,58.2,59.1,9763,62.5,22938,10922
2013/5/13,浙江省,57.8,58.6,9711,62.1,23429,11426
2013/5/14,浙江省,57.6,58.3,9634,61.8,23698,11833
2013/5/15,浙江省,57.1,57.6,9511,60.5,23299,11793
2013/5/16,浙江省,57.5,58,8936,61,21686,10941
2013/5/17,浙江省,58.2,59,9731,62,22819,11133
2013/5/18,浙江省,58.3,59.1,9523,62.1,22388,10990
2013/5/19,浙江省,59.4,59.9,9903,63.2,22619,10655
2013/5/20,浙江省,58.5,58.9,8888,62.4,20485,9509
2013/5/21,浙江省,57.8,58.6,9661,62,23398,11612
2013/5/22,浙江省,57.6,58.3,9747,61.7,23844,11977
2013/5/23,浙江省,57.6,58.4,9759,61.8,23976,12136
2013/5/24,浙江省,57.4,58.3,10328,61.6,24592,12094
2013/5/25,浙江省,57.7,58.4,10162,61.7,24039,11724
2013/5/26,浙江省,58.1,58.9,9788,62.2,22801,10972
2013/5/27,浙江省,58.3,59,9542,62.1,22160,10663
2013/5/28,浙江省,58,58.5,10007,62,23966,11717
2013/5/29,浙江省,57.5,58.2,9801,61.5,23906,11924
2013/5/30,浙江省,57.6,58.1,9643,61.1,23421,11770
2013/5/31,浙江省,58.8,59.2,10520,62.3,24710,11965
2013/6/1,浙江省,57.9,58.3,9838,61.2,23056,11260
2013/6/2,浙江省,59.1,60,9113,62.9,20705,9975
2013/6/3,浙江省,58.5,59,9741,62.4,23054,11138
2013/6/4,浙江省,57.8,58.5,9748,61.9,23754,11868
2013/6/5,浙江省,58.1,58.6,9236,62,22147,10701
2013/6/6,浙江省,57.6,58.2,9957,61.4,24610,12476
2013/6/7,浙江省,57.4,58.1,9137,60.3,21815,11106
2013/6/8,浙江省,58.6,59.1,9668,62.2,23319,11645
2013/6/9,浙江省,58.5,59.1,10857,62,25323,12283
2013/6/10,浙江省,59.3,59.9,11300,62.7,25735,12259
2013/6/11,浙江省,59.6,60,10744,62.6,23793,11102
2013/6/12,浙江省,62.3,61.9,10193,64.3,20980,8837
2013/6/13,浙江省,59.4,60,9446,62.6,21214,10013
2013/6/14,浙江省,58.6,59.1,9419,61.7,22147,11019
2013/6/15,浙江省,59.1,59.6,9407,62.8,22639,11253
2013/6/16,浙江省,59.5,59.6,9569,62.8,22469,10854
2013/6/17,浙江省,58.5,58.7,9788,61.9,23155,11231
2013/6/18,浙江省,57.9,57.9,9720,61.1,23499,11620
2013/6/19,浙江省,57.7,57.9,9895,61.1,23851,11802
2013/6/20,浙江省,58.3,58.5,9417,61.6,22486,10875
2013/6/21,浙江省,58.2,58.4,10576,61.5,25046,12300
2013/6/22,浙江省,58.8,59,9994,62,23663,11551
2013/6/23,浙江省,58.7,58.8,9741,62.1,22357,10482
2013/6/24,浙江省,58.2,58.2,9570,61.4,22657,10953
2013/6/25,浙江省,58.1,58.4,9610,61.6,22939,11195
2013/6/26,浙江省,57.4,57.5,9330,60.6,22379,11031
2013/6/27,浙江省,57.6,57.8,8993,60.4,20982,10255
2013/6/28,浙江省,58.6,59,9499,61.6,21957,10666
2013/6/29,浙江省,59.2,59.3,9451,62.2,21741,10387
2013/6/30,浙江省,57.7,58.8,9470,62.4,21720,10122
2013/7/1,浙江省,58.5,58.7,9675,61.9,21686,9737
2013/7/2,浙江省,58,57.8,9640,60.8,22033,10144
2013/7/3,浙江省,57.9,58,9805,61.2,22591,10515
2013/7/4,浙江省,57.6,57.7,9634,60.6,22419,10528
2013/7/5,浙江省,57.9,57.8,9414,60.9,21134,9483
2013/7/6,浙江省,58.7,58.5,9772,61.6,22412,10360
2013/7/7,浙江省,59.4,59.1,9456,62.5,21322,9653
2013/7/8,浙江省,58.7,58.3,9411,61.6,21564,9841
2013/7/9,浙江省,58.2,58.3,9318,61.7,21655,10090
2013/7/10,浙江省,58.5,58.5,9601,61.9,22289,10486
2013/7/11,浙江省,58.5,58.6,9520,61.9,22311,10577
2013/7/12,浙江省,58.2,58.5,10072,61.8,22918,10592
2013/7/13,浙江省,58.6,58.9,9103,61.9,21017,9942
2013/7/14,浙江省,60,59.7,8943,63.2,20157,9102
2013/7/15,浙江省,59.1,59.1,9609,62.2,21837,10036
2013/7/16,浙江省,59,58.9,9550,62,22176,10469
2013/7/17,浙江省,58.4,58.8,9592,61.8,22349,10628
2013/7/18,浙江省,58.5,58.8,9482,61.8,22803,10896
2013/7/19,浙江省,58.7,59.2,9967,61.9,22866,10766
2013/7/20,浙江省,58.7,59.2,9195,62,20343,9023
2013/7/21,浙江省,59.2,59.5,9630,62,20994,9349
2013/7/22,浙江省,58.5,58.9,9513,61.7,21294,9654
2013/7/23,浙江省,57.9,58.5,9506,61.1,21474,9874
2013/7/24,浙江省,58,58.2,9510,60.9,21631,10026
2013/7/25,浙江省,58.5,58.9,9779,61.5,22238,10355
2013/7/26,浙江省,58.8,59,10207,61.4,22875,10503
2013/7/27,浙江省,59.4,59.5,9817,62.2,22018,10106
2013/7/28,浙江省,59.6,60,9807,62.8,21738,9921
2013/7/29,浙江省,59.5,59.4,9671,62,21940,10161
2013/7/30,浙江省,59.1,59,9476,61.8,22168,10590
2013/7/31,浙江省,58.9,58.7,9401,61.5,22050,10567
2013/8/1,浙江省,58.9,58.7,9564,61.6,22607,10950
2013/8/2,浙江省,58.8,58.9,10439,61.6,23938,11348
2013/8/3,浙江省,59,59.1,10263,61.7,23521,11119
2013/8/4,浙江省,59.6,59.5,10014,62.2,22344,10187
2013/8/5,浙江省,58.5,58.9,9242,61.7,20573,9161
2013/8/6,浙江省,59.2,59,9725,61.6,22650,10823
2013/8/7,浙江省,58.9,58.9,9531,61.6,22360,10736
2013/8/8,浙江省,59.1,58.8,9616,61.4,22528,10845
2013/8/9,浙江省,59.9,59.5,10218,61.8,23421,11104
2013/8/10,浙江省,59.9,59.5,10016,61.8,22835,10746
2013/8/11,浙江省,60.8,60.3,9643,62.9,21707,10010
2013/8/12,浙江省,60,59.6,9875,62.1,22555,10530
2013/8/13,浙江省,59.8,59.3,10319,61.7,23708,11190
2013/8/14,浙江省,59.5,59.2,10080,61.8,23453,11226
2013/8/15,浙江省,59.2,59.1,9899,61.5,23148,11165
2013/8/16,浙江省,59.4,59.2,10517,61.6,23975,11300
2013/8/17,浙江省,59.5,59.4,10244,61.9,23396,11067
2013/8/18,浙江省,60.3,59.6,10214,61.8,22913,10633
2013/8/19,浙江省,59.8,59.2,10058,61.5,22865,10769
2013/8/20,浙江省,59.4,59.1,9475,61.6,21592,9959
2013/8/21,浙江省,58.4,58.1,9663,60.4,22612,11031
2013/8/22,浙江省,58.7,58.5,9718,60.6,22095,10700
2013/8/23,浙江省,59,59.1,10742,61.6,24139,11298
2013/8/24,浙江省,59.2,59.2,10589,61.6,23783,11076
2013/8/25,浙江省,59.5,59,10232,61.3,22591,10269
2013/8/26,浙江省,58.8,58.3,10087,60.4,22512,10367
2013/8/27,浙江省,59,58.7,10058,61.2,23005,10809
2013/8/28,浙江省,58.6,58.3,10262,60.8,23556,11091
2013/8/29,浙江省,58,57.8,10126,60.4,23506,11176
2013/8/30,浙江省,58.7,58.2,10395,60.5,23570,11124
2013/8/31,浙江省,59.4,58.6,10099,60.9,22856,10564
2013/9/1,浙江省,59.2,58.5,9718,61,22047,9937
2013/9/2,浙江省,58.7,58,9684,60.5,22449,10391
2013/9/3,浙江省,58.3,57.9,9657,60.6,22977,11030
2013/9/4,浙江省,57.8,57.7,9701,60.4,23188,11157
2013/9/5,浙江省,57.9,57.7,3925,60.3,9847,3981
2013/9/6,浙江省,57.2,56.8,10065,59.1,23333,10990
2013/9/7,浙江省,57.5,57.7,9918,60.2,22330,10317
2013/9/8,浙江省,58.7,58.7,9976,61.5,22465,10260
2013/9/9,浙江省,58.4,58.1,9813,60.7,22945,10873
2013/9/10,浙江省,57.9,57.7,9750,60.2,23212,11212
2013/9/11,浙江省,57.9,57.9,9864,60.5,23695,11564
2013/9/12,浙江省,57.7,58,9934,60.8,22954,10806
2013/9/13,浙江省,56.9,57,10230,59.5,23043,10564
2013/9/14,浙江省,58.1,58.1,9938,60.7,22460,10331
2013/9/15,浙江省,58.6,58.6,9971,61.3,22155,9897
2013/9/16,浙江省,58.1,57.8,9937,60.3,22371,10026
2013/9/17,浙江省,57.5,57.6,10099,60,23057,10517
2013/9/18,浙江省,57.8,57.8,11466,60.1,24900,10853
2013/9/19,浙江省,61.4,60.1,10889,62.6,21464,8021
2013/9/20,浙江省,60,59.7,9624,62.3,19842,7840
2013/9/21,浙江省,59,58.9,9996,61.3,21414,9295
2013/9/22,浙江省,58.1,58.1,9387,60.6,20680,9207
2013/9/23,浙江省,57.9,57.9,9706,60.4,21842,9939
2013/9/24,浙江省,57.5,57.7,9746,60.2,22398,10363
2013/9/25,浙江省,57.2,57.3,9713,59.7,22333,10368
2013/9/26,浙江省,57.4,57.7,9842,60.2,22911,10639
2013/9/27,浙江省,57.4,57.6,10270,60,23472,10729
2013/9/28,浙江省,57.7,57.9,9994,60.4,23301,10944
2013/9/29,浙江省,58.3,58.2,10591,60.6,24487,11512
2013/9/30,浙江省,59,58.5,12263,60.7,26543,11690
2013/10/1,浙江省,62.5,60.4,15710,61.9,28680,10377
2013/10/2,浙江省,62.8,60.8,14027,62.3,25380,8957
2013/10/3,浙江省,62.1,60.4,13793,61.9,25857,9688
2013/10/4,浙江省,61.9,60.6,13246,62.3,25920,10336
2013/10/5,浙江省,60.2,59.7,11992,61.7,23844,9477
2013/10/6,浙江省,60.3,59.3,11210,60.6,22785,9718
2013/10/7,浙江省,60.9,59.4,8497,60.8,17356,7468
2013/10/8,浙江省,59.6,58.6,7862,60.8,17520,7925
2013/10/9,浙江省,58.1,57.6,8716,60,19969,9206
2013/10/10,浙江省,58.2,58.1,9103,60.7,21585,10408
2013/10/11,浙江省,56.8,56.7,9483,59.2,22583,10956
2013/10/12,浙江省,57.8,57.8,9655,60.4,23015,11213
2013/10/13,浙江省,57.9,57.8,9256,60.4,22122,10704
2013/10/14,浙江省,58,57.7,9421,60.1,22422,10817
2013/10/15,浙江省,57.4,57,9266,59.3,22318,10875
2013/10/16,浙江省,57.4,57.2,9563,59.6,23184,11320
2013/10/17,浙江省,56.5,56.4,9379,58.8,22828,11187
2013/10/18,浙江省,56.2,56.6,9857,58.9,22946,10922
2013/10/19,浙江省,57.5,57.5,9474,60,22001,10397
2013/10/20,浙江省,58.9,58.3,8869,60.6,20064,8987
2013/10/21,浙江省,58.6,58.2,9214,60.6,21991,10590
2013/10/22,浙江省,58.4,58,9317,60.4,22684,11209
2013/10/23,浙江省,57.9,57.7,9481,60.2,23131,11464
2013/10/24,浙江省,57.7,57.7,9541,60.1,23550,11822
2013/10/25,浙江省,57.4,57.2,10037,59.6,24039,11731
2013/10/26,浙江省,57.3,57.3,9872,59.7,23709,11548
2013/10/27,浙江省,58.3,58.1,9704,60.6,22605,10639
2013/10/28,浙江省,58,57.7,9644,60.3,22825,10894
2013/10/29,浙江省,57.6,57.5,9524,60.1,22928,11161
2013/10/30,浙江省,57.1,56.7,9375,58.8,22819,11240
2013/10/31,浙江省,57.5,57.4,9536,59.7,22965,11204
2013/11/1,浙江省,57.7,57.6,10194,60,23761,11215
2013/11/2,浙江省,57.8,57.7,9464,59.9,21887,10397
2013/11/3,浙江省,58.5,58.7,9029,61.1,20584,9588
2013/11/4,浙江省,58.2,58.1,9204,60.7,21969,10477
2013/11/5,浙江省,57.2,57.2,3857,59.9,9545,3718
2013/11/6,浙江省,57.9,58,9335,60.5,22703,11136
2013/11/7,浙江省,57.6,57.7,9499,60.3,23347,11528
2013/11/8,浙江省,57.9,57.7,10276,60.1,24130,11475
2013/11/9,浙江省,58.1,58,10260,60.4,23669,11105
2013/11/10,浙江省,58.2,58.1,9730,60.3,22145,10266
2013/11/11,浙江省,58,58,9501,60.3,21795,10218
2013/11/12,浙江省,57.1,57,9160,58.8,21117,10142
2013/11/13,浙江省,58.3,58.2,9282,60.4,21907,10572
2013/11/14,浙江省,58.1,57.7,9394,60,22651,11071
2013/11/15,浙江省,58.1,57.9,10429,60.1,24319,11510
2013/11/16,浙江省,58.1,58.1,10183,60.4,23670,11157
2013/11/17,浙江省,58.6,58.3,9980,60.8,22864,10465
2013/11/18,浙江省,57.8,57.6,9938,60,23182,10777
2013/11/19,浙江省,57.3,57.1,9566,59.5,22922,10933
2013/11/20,浙江省,57.6,57.6,9064,59.9,21388,9930
2013/11/21,浙江省,57.4,57.5,9834,59.9,23523,11370
2013/11/22,浙江省,57.6,57.7,10314,60.1,24286,11591
2013/11/23,浙江省,57.1,57.4,10117,59.7,23695,11224
2013/11/24,浙江省,58.5,57.9,9788,59.5,21639,9894
2013/11/25,浙江省,58.1,58.1,9767,60.5,22433,10324
2013/11/26,浙江省,57.4,57.6,9706,60,23236,11208
2013/11/27,浙江省,57.4,57.5,9716,59.8,23601,11555
2013/11/28,浙江省,56.7,56.8,9671,59.1,23223,11205
2013/11/29,浙江省,57,57,10130,59.1,23644,11130
2013/11/30,浙江省,57.7,57.6,10043,59.6,22908,10559
2013/12/1,浙江省,57.8,57.7,9571,60.1,21344,9447
2013/12/2,浙江省,57.5,57.5,9405,59.8,21491,9789
2013/12/3,浙江省,57.4,57.5,9389,60,22348,10678
2013/12/4,浙江省,57.3,57.5,9507,59.8,22834,11002
2013/12/5,浙江省,56.5,56.5,8885,58.7,21170,9930
2013/12/6,浙江省,56.8,57,10027,59.2,23643,11278
2013/12/7,浙江省,57.3,57.4,9629,59.9,22526,10593
2013/12/8,浙江省,56.4,56.5,9423,58.8,21285,9522
2013/12/9,浙江省,57.4,57.5,9321,59.8,21844,10264
2013/12/10,浙江省,56.9,57.1,9421,59.4,22301,10611
2013/12/11,浙江省,57.1,57.3,9426,59.7,22711,11014
2013/12/12,浙江省,57.1,57.3,9359,59.8,22811,11220
2013/12/13,浙江省,57.2,57.4,10113,59.9,23805,11354
2013/12/14,浙江省,57.5,57.8,9626,60.2,22763,10812
2013/12/15,浙江省,57.4,57.5,9103,59.5,20544,9443
2013/12/16,浙江省,56.6,56.5,8521,57.4,18751,8519
2013/12/17,浙江省,56.9,57.1,8213,58.3,18345,8444
2013/12/18,浙江省,57.6,57.5,9175,59.7,21242,10012
2013/12/19,浙江省,56.3,56.8,9553,59.1,22510,10657
2013/12/20,浙江省,56.6,57.2,9882,59.2,22519,10224
2013/12/21,浙江省,57,57.3,9553,59.7,22244,10489
2013/12/22,浙江省,57.6,57.8,9564,60.2,21734,9892
2013/12/23,浙江省,56.5,56.9,9634,59.4,22378,10432
2013/12/24,浙江省,56.4,56.9,9606,59.4,22763,10873
2013/12/25,浙江省,56.5,57,9798,59.5,23334,11240
2013/12/26,浙江省,56.3,56.8,9748,59.4,23501,11510
2013/12/27,浙江省,56.2,56.6,10056,59,23708,11384
2013/12/28,浙江省,56.7,57,9978,59.4,23133,10854
2013/12/29,浙江省,57.3,57.7,9593,60.1,21905,10093
2013/12/30,浙江省,56.5,56.9,9718,59.4,22474,10503
2013/12/31,浙江省,56.5,57,10309,59.4,23590,10977
2014/1/1,浙江省,58.8,58.8,10030,61.2,21252,8770
2014/1/2,浙江省,57.1,57.5,9785,60,21915,9682
2014/1/3,浙江省,57.2,57.8,10342,60.3,23506,10766
2014/1/4,浙江省,56.6,57.2,9561,59.8,22269,10284
2014/1/5,浙江省,57,57.6,8956,60.2,20301,8988
2014/1/6,浙江省,57,56.6,9870,58.4,22148,9693
2014/1/7,浙江省,55.6,55.3,9545,56.9,21247,9338
2014/1/8,浙江省,54.8,54.8,9635,56.4,20828,8827
2014/1/9,浙江省,57.8,58.8,10396,61.4,23753,11059
2014/1/10,浙江省,57.3,58.3,11055,60.9,24686,11228
2014/1/11,浙江省,57.4,58.5,10242,61,22741,10409
2014/1/12,浙江省,59,60.2,9681,62.8,21184,9492
2014/1/13,浙江省,58.6,58.8,10537,60.9,22902,10015
2014/1/14,浙江省,58.4,58.7,10472,61,23852,10934
2014/1/15,浙江省,58.4,59.1,10698,61.7,24484,11266
2014/1/16,浙江省,58.7,59.7,11277,62.2,25124,11294
2014/1/17,浙江省,59,59.9,11737,62.4,25281,11088
2014/1/18,浙江省,59.4,60.3,11622,62.7,24901,10877
2014/1/19,浙江省,59.3,60.1,11532,62.4,24092,10205
2014/1/20,浙江省,60.1,61.1,11697,63.5,23551,9471
2014/1/21,浙江省,60.2,61.3,12369,63.7,24910,10157
2014/1/22,浙江省,60.7,61.6,12743,63.9,25004,9921
2014/1/23,浙江省,61.3,62.2,12751,64.4,24567,9564
2014/1/24,浙江省,62.5,63.6,12981,65.9,24163,8905
2014/1/25,浙江省,63.7,64.5,13452,66.7,24012,8233
2014/1/26,浙江省,64.9,65.4,13132,67.5,22415,7215
2014/1/27,浙江省,65.7,65.8,12792,67.8,21038,6118
2014/1/28,浙江省,66.8,66.4,12661,68.4,20091,5239
2014/1/29,浙江省,67.5,66.8,11583,68.9,17903,4220
2014/1/30,浙江省,68.4,66.3,8643,68.2,13131,2629
2014/1/31,浙江省,69.6,66.5,9845,67.7,13905,2446
2014/2/1,浙江省,67.5,66,12015,67.3,16694,2867
2014/2/2,浙江省,67.8,66.1,12798,67.5,18163,3474
2014/2/3,浙江省,67.8,65.8,12764,67,18301,3714
2014/2/4,浙江省,68.7,67,13127,68.2,19031,4212
2014/2/5,浙江省,67.1,65.7,13170,66.9,19379,4369
2014/2/6,浙江省,66.3,65,13739,66.2,20302,4643
2014/2/7,浙江省,65.4,63.7,11498,64.8,18066,4774
2014/2/8,浙江省,65.8,65,11523,66.5,18767,5372
2014/2/9,浙江省,62.9,63,10585,64.3,17562,5524
2014/2/10,浙江省,61.9,61.8,10571,63.4,18230,5944
2014/2/11,浙江省,62.4,63.1,11228,65.2,20436,7277
2014/2/12,浙江省,61.4,61.6,10530,63.5,19899,7560
2014/2/13,浙江省,61.3,61.7,9870,63.4,18625,7150
2014/2/14,浙江省,61.9,62.3,10966,64.3,20104,7165
2014/2/15,浙江省,60.7,61.6,12337,63.8,22579,7999
2014/2/16,浙江省,60.3,60.6,11378,62.2,21022,7782
2014/2/17,浙江省,59.8,60.5,10881,62.5,20712,7752
2014/2/18,浙江省,58.3,58.7,9244,60.4,18400,7487
2014/2/19,浙江省,59.5,60.3,9279,62.6,19013,7766
2014/2/20,浙江省,58.9,59.6,10089,62,21066,8685
2014/2/21,浙江省,58.8,59.7,11030,62.2,23153,9691
2014/2/22,浙江省,58.7,60,10653,62.7,22603,9556
2014/2/23,浙江省,59.1,60.4,10500,63.2,22066,9156
2014/2/24,浙江省,58.1,59.2,10143,61.4,21182,9011
2014/2/25,浙江省,58.8,59.8,9894,62,20337,8526
2014/2/26,浙江省,58.7,60.1,10035,62.8,21345,9209
2014/2/27,浙江省,58.6,59.8,10136,62.5,21973,9607
2014/2/28,浙江省,58,59.3,10657,61.8,22117,9365
2014/3/1,浙江省,58.1,59.7,9700,62.1,19964,8506
2014/3/2,浙江省,58.9,60.5,9986,63.4,20492,8492
2014/3/3,浙江省,58.3,59.6,10379,62.3,21843,9329
2014/3/4,浙江省,58.1,59.7,9949,62.4,21552,9598
2014/3/5,浙江省,57.7,59.2,4254,62.1,9928,3878
2014/3/6,浙江省,57.4,58.9,9898,61.5,21684,9906
2014/3/7,浙江省,57.8,59.4,10662,62.1,22665,9924
2014/3/8,浙江省,58.1,59.7,9858,61.9,20381,8871
2014/3/9,浙江省,58.7,60.4,10307,63.4,21475,9038
2014/3/10,浙江省,57.5,59,10654,61.8,22858,9917
2014/3/11,浙江省,57.5,59.2,10374,62,23244,10687
2014/3/12,浙江省,56.8,58.7,9963,61.1,21735,9998
2014/3/13,浙江省,57.2,59.1,10639,61.9,23476,10588
2014/3/14,浙江省,57.3,59.1,11612,61.9,24946,10920
2014/3/15,浙江省,57.7,59.4,11343,62.2,24350,10666
2014/3/16,浙江省,58.2,59.8,11632,62.7,23988,9981
2014/3/17,浙江省,57.9,59.6,10940,62.5,23388,10167
2014/3/18,浙江省,57.5,59,10894,61.9,23988,10672
2014/3/19,浙江省,57,58.3,10625,61.1,23524,10656
2014/3/20,浙江省,57.5,59,9563,62,21264,9588
2014/3/21,浙江省,57.7,59,11331,61.9,25005,11179
2014/3/22,浙江省,57.7,59.1,11361,61.9,24622,10862
2014/3/23,浙江省,58.1,59.5,11360,62.3,24045,10207
2014/3/24,浙江省,57.4,58.9,10680,61.9,23575,10469
2014/3/25,浙江省,57.3,58.8,10557,61.7,23478,10628
2014/3/26,浙江省,57.5,58.9,10839,61.7,24154,10972
2014/3/27,浙江省,57.4,58.8,10627,61.6,23923,11047
2014/3/28,浙江省,57.2,58.4,11224,60.8,23850,10590
2014/3/29,浙江省,58,59.2,11088,61.6,22884,9841
2014/3/30,浙江省,58.6,59.8,11398,62.4,23407,9696
2014/3/31,浙江省,57.4,59.1,10415,61.9,22121,9655
2014/4/1,浙江省,57.7,59.4,10716,62.3,22979,10216
2014/4/2,浙江省,57.6,59.3,11220,62.4,24232,10827
2014/4/3,浙江省,57.4,59.3,11431,62.4,24690,11073
2014/4/4,浙江省,57.4,59.2,14198,61.8,27980,11408
2014/4/5,浙江省,59.5,61.1,14947,63.5,26409,9014
2014/4/6,浙江省,58.7,61,14593,63.8,26342,9511
2014/4/7,浙江省,58.8,61.5,13890,64.4,26091,10125
2014/4/8,浙江省,57.6,59.6,11274,62.6,23668,10335
2014/4/9,浙江省,57.2,58.5,11277,61.1,23841,10375
2014/4/10,浙江省,57,58.3,11189,60.9,24029,10679
2014/4/11,浙江省,57.2,58.1,11759,60.4,24773,10830
2014/4/12,浙江省,57.3,58.1,10819,60.5,22767,9848
2014/4/13,浙江省,57.6,58.5,10699,60.9,21778,9025
2014/4/14,浙江省,56.1,56.6,10646,58.7,22675,9784
2014/4/15,浙江省,57.3,58.7,10888,61.6,23960,10923
2014/4/16,浙江省,57.7,59.4,10667,62.3,23560,10840
2014/4/17,浙江省,57.9,59.5,10608,62.6,23529,10849
2014/4/18,浙江省,57.9,59.1,11134,61.6,24330,10958
2014/4/19,浙江省,57.7,59,10475,61.5,22051,9749
2014/4/20,浙江省,58.6,60.2,10171,63.2,20959,8706
2014/4/21,浙江省,57.6,58.6,10170,61,21827,9660
2014/4/22,浙江省,57.7,59.3,10141,62.2,21782,9647
2014/4/23,浙江省,57.3,58.8,10658,61.7,23292,10390
2014/4/24,浙江省,57,58.6,10307,61.6,22916,10496
2014/4/25,浙江省,57.1,58.6,10854,61.2,23090,10217
2014/4/26,浙江省,57.6,59.2,10183,62.1,21475,9445
2014/4/27,浙江省,57.9,59.6,10149,62.6,21158,9107
2014/4/28,浙江省,57.4,59,10970,62,23177,9972
2014/4/29,浙江省,56.7,58.2,10848,61.1,23440,10311
2014/4/30,浙江省,57.5,59.5,13329,62.3,27104,11377
2014/5/1,浙江省,60.2,61.4,16928,63.6,28827,9454
2014/5/2,浙江省,60.2,62.1,14723,64.6,25288,8395
2014/5/3,浙江省,59.6,62.4,13935,65.4,25371,9374
2014/5/4,浙江省,57.7,59.4,10497,62.2,21853,9449
2014/5/5,浙江省,58.5,59.5,4349,62.1,10059,3902
2014/5/6,浙江省,58.1,59.7,10645,62.7,23507,10816
2014/5/7,浙江省,57.8,59.7,10340,62.8,23130,10794
2014/5/8,浙江省,58,59.9,10536,62.9,23636,11129
2014/5/9,浙江省,58.1,59.9,10768,62.7,23560,10936
